,bug_id,project,orga,jaccard_avg_op,hamming_avg_op,euclidean_avg_op,jaccard_avg_file,hamming_avg_file,euclidean_avg_file,jaccard_sum,hamming_sum,euclidean_sum,files_count,op_count
0,Apache--HIVE_0_12_0--4895,HIVE,Apache,0.7471118191812446,0.3797473307619306,1.2388577387578452,99.73942786069615,50.696268656717734,165.3875081241723,26730.16666666657,13586.600000000353,44323.85217727818,268,35778
1,Wildfly--WFLY_10_0_0--6603,WFLY,Wildfly,0.48694247982673133,0.14980162152837906,0.5969471735213799,45.28565062388601,13.931550802139252,55.516087137488334,8468.416666666684,2605.2000000000403,10381.508294710318,187,17391
2,Apache--CAMEL_1_6_0--517,CAMEL,Apache,0.5865549419158271,0.25550688757696255,0.8687539055660155,51.9101123595507,22.612359550561184,76.88472064259237,9240.000000000025,4024.999999999891,13685.480274381442,178,15753
3,Apache--CAMEL_2_18_0--10524,CAMEL,Apache,0.32983939137784374,0.20152155536773372,0.7034555202147116,27.706508875738873,16.927810650889633,59.09026369803577,4682.39999999987,2860.800000000348,9986.254564968045,169,14196
4,Apache--HIVE_0_11_0--4266,HIVE,Apache,0.7456457838100321,0.3729468599033696,1.2243900659882687,60.024485596707585,30.022222222221252,98.56340031205563,9723.966666666629,4863.599999999843,15967.270850553014,162,13041
5,Spring--BATCH_2_0_0--979,BATCH,Spring,0.5116151866151871,0.19580805295091683,0.7010320332491178,37.603716216216256,14.391891891892387,51.52585444381016,5565.350000000006,2130.000000000073,7625.826457683904,148,10878
6,Wildfly--WFLY_10_0_0--6604,WFLY,Wildfly,0.4445879819925619,0.12721080446271685,0.5280275358186186,28.89821882951652,8.268702290076595,34.32178982821021,3785.6666666666642,1083.200000000034,4496.154467495538,131,8515
7,Commons--COLLECTIONS_4_0--570,COLLECTIONS,Commons,0.6234366537516156,0.2175728033995916,0.8634708713477469,39.27650918635179,13.707086614174269,54.39866489490806,4988.116666666677,1740.8000000001323,6908.630441653323,127,8001
8,Spring--ROO_1_2_5--3489,ROO,Spring,0.6729575163398729,0.4224369747899157,1.35971951605025,40.040972222222436,25.134999999999984,80.90331120498988,4804.916666666692,3016.199999999998,9708.397344598785,120,7140
9,Spring--ROO_1_2_5--3505,ROO,Spring,0.6729575163398729,0.4224369747899157,1.35971951605025,40.040972222222436,25.134999999999984,80.90331120498988,4804.916666666692,3016.199999999998,9708.397344598785,120,7140
10,Spring--ROO_1_2_5--3496,ROO,Spring,0.6729575163398729,0.4224369747899157,1.35971951605025,40.040972222222436,25.134999999999984,80.90331120498988,4804.916666666692,3016.199999999998,9708.397344598785,120,7140
